Ticket_ID,Customer_ID,Ticket_Date,Month,Month_Number,Gender,Region,Customer_Type,Department,Issue_Type,Channel,Agent_ID,Ticket_Status,Resolution_Time_Days,SLA_Target_Days,SLA_Breached,Escalated,CSAT_Rating,Priority,Resolved_Flag,Pending_Flag,Escalated_Flag,SLA_Breach_Flag
TKT13847,CUST6794,21-04-2025,Apr,4,Male,Central,New,Delivery,Refund Request,App,AG121,Resolved,4,5,No,No,3,Critical,1,0,0,0
TKT13848,CUST7605,03-11-2025,Nov,11,Male,East,New,Delivery,Delivery Delay,App,AG133,Resolved,3.7,5,No,No,5,High,1,0,0,0
TKT13849,CUST8523,09-06-2025,Jun,6,Female,East,New,Delivery,Technical Issue,Chat,AG114,Resolved,9.4,5,Yes,No,5,Medium,1,0,0,1
TKT13850,CUST6370,27-11-2025,Nov,11,Male,West,Existing,IT Support,Delivery Delay,Chat,AG120,Resolved,3.9,5,No,No,4,Medium,1,0,0,0
TKT13851,CUST1245,21-09-2025,Sep,9,Male,South,New,Finance,Delivery Delay,App,AG138,Pending,,5,Yes,No,4,Medium,0,1,0,1
TKT13852,CUST1959,13-08-2025,Aug,8,Female,East,Existing,Finance,Technical Issue,Email,AG127,Resolved,7.4,5,Yes,Yes,2,Medium,1,0,1,1
TKT13853,CUST1375,05-08-2025,Aug,8,Female,North,Existing,Finance,Delivery Delay,Chat,AG101,Escalated,11.4,5,Yes,Yes,3,Medium,0,0,1,1
TKT13854,CUST3365,14-02-2025,Feb,2,Female,North,Existing,Delivery,Billing Query,Email,AG114,Resolved,4.6,5,No,No,4,Medium,1,0,0,0
TKT13855,CUST5488,02-08-2025,Aug,8,Male,East,Existing,HR,Technical Issue,Chat,AG116,Pending,,5,Yes,No,3,Critical,0,1,0,1
TKT13856,CUST3600,28-02-2025,Feb,2,Male,East,Premium,HR,Refund Request,Chat,AG112,Escalated,6,5,Yes,Yes,3,Critical,0,0,1,1
TKT13857,CUST3239,12-05-2025,May,5,Female,Central,Existing,HR,Product Complaint,Website,AG140,In Progress,5.8,5,Yes,No,4,Medium,0,1,0,1
TKT13858,CUST5440,14-04-2025,Apr,4,Male,South,New,IT Support,Refund Request,Email,AG103,Escalated,8.2,5,Yes,Yes,3,Low,0,0,1,1
TKT13859,CUST7447,14-07-2025,Jul,7,Female,Central,Existing,Delivery,Product Complaint,Website,AG144,Resolved,0.8,5,No,No,4,Medium,1,0,0,0
TKT13860,CUST1896,06-06-2025,Jun,6,Male,Central,New,Product,Technical Issue,Phone,AG107,Resolved,4,5,No,No,3,Low,1,0,0,0
TKT13861,CUST3863,08-04-2025,Apr,4,Male,South,New,Product,Technical Issue,Email,AG127,Resolved,6.6,5,Yes,No,3,Medium,1,0,0,1
TKT13862,CUST9327,14-08-2025,Aug,8,Female,East,Existing,Billing,Refund Request,Chat,AG145,Resolved,5.2,5,Yes,Yes,3,Medium,1,0,1,1
TKT13863,CUST3103,24-07-2025,Jul,7,Female,West,New,Billing,Technical Issue,Phone,AG120,Resolved,6.8,5,Yes,Yes,2,Critical,1,0,1,1
TKT13864,CUST6929,20-03-2025,Mar,3,Female,East,Existing,Finance,Delivery Delay,Email,AG136,In Progress,5,5,Yes,No,4,Medium,0,1,0,1
TKT13865,CUST5966,04-05-2025,May,5,Female,East,Existing,Billing,Account Update,Website,AG115,Resolved,5,3,Yes,No,5,Low,1,0,0,1
TKT13866,CUST4977,06-08-2025,Aug,8,Female,West,Existing,Product,Refund Request,Email,AG112,Pending,,5,Yes,Yes,2,Medium,0,1,1,1
TKT13867,CUST6490,04-01-2025,Jan,1,Female,West,Premium,Billing,Refund Request,Website,AG121,Resolved,5.5,5,Yes,No,4,Low,1,0,0,1
TKT13868,CUST3993,31-03-2025,Mar,3,Male,South,Existing,IT Support,Billing Query,Chat,AG136,Resolved,3.5,5,No,No,3,High,1,0,0,0
TKT13869,CUST5021,14-04-2025,Apr,4,Male,North,Existing,Billing,Technical Issue,Phone,AG121,Resolved,6.1,5,Yes,No,4,High,1,0,0,1
TKT13870,CUST5845,29-04-2025,Apr,4,Male,South,Existing,Delivery,Product Complaint,Email,AG116,Resolved,2.4,5,No,No,4,High,1,0,0,0
TKT13871,CUST6233,13-05-2025,May,5,Female,Central,New,Finance,Delivery Delay,Email,AG149,In Progress,2.4,5,No,No,5,Critical,0,1,0,0
TKT13872,CUST7202,08-11-2025,Nov,11,Male,North,New,IT Support,General Query,Email,AG102,Resolved,5.2,3,Yes,Yes,4,High,1,0,1,1
TKT13873,CUST8044,06-04-2025,Apr,4,Female,East,Existing,Billing,Delivery Delay,Website,AG132,Resolved,5.2,5,Yes,Yes,3,Medium,1,0,1,1
TKT13874,CUST8868,27-11-2025,Nov,11,Male,North,Existing,Sales,Technical Issue,Email,AG115,Resolved,6.6,5,Yes,Yes,2,Medium,1,0,1,1
TKT13875,CUST8525,23-05-2025,May,5,Female,South,Existing,Product,Delivery Delay,Chat,AG139,In Progress,3.7,5,No,No,4,Medium,0,1,0,0
TKT13876,CUST4930,15-10-2025,Oct,10,Female,North,New,IT Support,Product Complaint,Email,AG112,In Progress,4.9,5,No,No,3,Medium,0,1,0,0
TKT13877,CUST5998,28-01-2025,Jan,1,Female,Central,Existing,IT Support,Technical Issue,Chat,AG142,Resolved,5.4,5,Yes,Yes,4,Medium,1,0,1,1
TKT13878,CUST2735,05-10-2025,Oct,10,Male,South,Existing,Delivery,Billing Query,Website,AG128,Escalated,9.3,5,Yes,Yes,3,Critical,0,0,1,1
TKT13879,CUST4180,21-08-2025,Aug,8,Female,Central,New,Product,Delivery Delay,Email,AG126,Resolved,4.7,5,No,No,4,Low,1,0,0,0
TKT13880,CUST9535,17-01-2025,Jan,1,Female,West,New,HR,Technical Issue,App,AG127,In Progress,5.9,5,Yes,Yes,2,Medium,0,1,1,1
TKT13881,CUST2433,28-02-2025,Feb,2,Male,South,Existing,Delivery,Billing Query,Email,AG121,Resolved,4,5,No,No,5,Medium,1,0,0,0
TKT13882,CUST2867,31-03-2025,Mar,3,Male,South,New,Product,Account Update,Email,AG145,Pending,,3,Yes,Yes,2,High,0,1,1,1
TKT13883,CUST2685,18-07-2025,Jul,7,Female,East,New,IT Support,Technical Issue,Website,AG110,Resolved,6.8,5,Yes,No,3,High,1,0,0,1
TKT13884,CUST8758,28-12-2025,Dec,12,Female,West,Premium,IT Support,Delivery Delay,App,AG117,Resolved,5.9,5,Yes,No,3,Low,1,0,0,1
TKT13885,CUST2352,26-01-2025,Jan,1,Female,East,Existing,Delivery,Refund Request,App,AG114,Resolved,3.4,5,No,No,4,Medium,1,0,0,0
TKT13886,CUST7029,25-01-2025,Jan,1,Male,West,Existing,Billing,Refund Request,Website,AG113,Resolved,2.2,5,No,No,5,Critical,1,0,0,0
TKT13887,CUST7115,28-10-2025,Oct,10,Female,North,Premium,Delivery,Delivery Delay,Phone,AG125,Resolved,7.6,5,Yes,Yes,3,High,1,0,1,1
TKT13888,CUST4445,05-12-2025,Dec,12,Male,Central,New,IT Support,Delivery Delay,Email,AG106,In Progress,7.4,5,Yes,Yes,3,Medium,0,1,1,1
TKT13889,CUST6503,24-09-2025,Sep,9,Female,West,Premium,IT Support,Account Update,Email,AG127,In Progress,5.3,3,Yes,No,4,Medium,0,1,0,1
TKT13890,CUST8885,30-06-2025,Jun,6,Male,North,Existing,HR,Billing Query,Chat,AG107,Resolved,4.3,5,No,No,5,Low,1,0,0,0
TKT13891,CUST3269,26-12-2025,Dec,12,Male,South,Existing,Sales,Product Complaint,Phone,AG144,Resolved,3.9,5,No,No,4,Medium,1,0,0,0
TKT13892,CUST8206,09-03-2025,Mar,3,Male,East,New,Sales,Product Complaint,Chat,AG142,Resolved,3.5,5,No,No,4,Critical,1,0,0,0
TKT13893,CUST5572,17-12-2025,Dec,12,Male,Central,Premium,Sales,Account Update,Chat,AG142,In Progress,3.9,3,Yes,No,3,High,0,1,0,1
TKT13894,CUST7043,17-11-2025,Nov,11,Male,South,Existing,Finance,Technical Issue,Phone,AG150,Escalated,8.1,5,Yes,Yes,3,High,0,0,1,1
TKT13895,CUST1520,18-02-2025,Feb,2,Female,East,Premium,Sales,Billing Query,Website,AG119,In Progress,5.2,5,Yes,No,5,Low,0,1,0,1
TKT13896,CUST7123,24-06-2025,Jun,6,Female,Central,Existing,Sales,Technical Issue,Phone,AG130,Resolved,5.7,5,Yes,No,5,Medium,1,0,0,1
TKT13897,CUST6267,21-02-2025,Feb,2,Female,West,New,Billing,Account Update,Email,AG142,Resolved,5.6,3,Yes,Yes,4,High,1,0,1,1
TKT13898,CUST3206,12-04-2025,Apr,4,Female,West,New,HR,Billing Query,Website,AG143,Resolved,5.9,5,Yes,Yes,4,Low,1,0,1,1
TKT13899,CUST1843,04-08-2025,Aug,8,Male,East,New,IT Support,Refund Request,Chat,AG143,Resolved,3.7,5,No,No,4,Low,1,0,0,0
TKT13900,CUST7079,07-07-2025,Jul,7,Female,North,Premium,Delivery,Delivery Delay,Email,AG116,Resolved,7.4,5,Yes,Yes,4,Medium,1,0,1,1
TKT13901,CUST9565,26-02-2025,Feb,2,Female,North,Existing,Billing,Delivery Delay,Phone,AG150,Resolved,7.2,5,Yes,No,3,Medium,1,0,0,1
TKT13902,CUST3702,16-02-2025,Feb,2,Male,Central,Existing,Product,Billing Query,Website,AG113,Resolved,5.5,5,Yes,Yes,4,Medium,1,0,1,1
TKT13903,CUST9969,08-06-2025,Jun,6,Male,South,Premium,Billing,Refund Request,Email,AG119,Resolved,7.2,5,Yes,Yes,2,Low,1,0,1,1
TKT13904,CUST5119,23-06-2025,Jun,6,Female,East,New,Sales,Refund Request,Website,AG107,Pending,,5,Yes,No,4,Medium,0,1,0,1
TKT13905,CUST6171,30-08-2025,Aug,8,Female,Central,Existing,IT Support,Account Update,App,AG138,Resolved,6.1,3,Yes,Yes,3,Low,1,0,1,1
TKT13906,CUST9987,09-10-2025,Oct,10,Female,North,Premium,Billing,Refund Request,Phone,AG113,Resolved,2,5,No,No,4,High,1,0,0,0
TKT13907,CUST8169,29-08-2025,Aug,8,Male,East,Existing,Sales,Delivery Delay,Email,AG125,Resolved,5.5,5,Yes,Yes,3,High,1,0,1,1
TKT13908,CUST2902,05-01-2025,Jan,1,Male,North,Existing,Billing,General Query,Email,AG102,Resolved,6.4,3,Yes,Yes,2,High,1,0,1,1
TKT13909,CUST9656,25-03-2025,Mar,3,Male,North,New,Sales,Delivery Delay,App,AG118,Resolved,5.9,5,Yes,Yes,4,Medium,1,0,1,1
TKT13910,CUST9391,04-11-2025,Nov,11,Female,Central,Existing,Delivery,Product Complaint,Chat,AG139,Resolved,4.1,5,No,No,4,Low,1,0,0,0
TKT13911,CUST6359,27-12-2025,Dec,12,Female,West,Premium,Finance,General Query,Email,AG150,Resolved,2.3,3,No,No,5,Critical,1,0,0,0
TKT13912,CUST9610,05-09-2025,Sep,9,Male,North,Existing,Product,Delivery Delay,Website,AG115,Resolved,6.4,5,Yes,No,4,Critical,1,0,0,1
TKT13913,CUST8890,23-02-2025,Feb,2,Male,North,Existing,Sales,Delivery Delay,Chat,AG131,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT13914,CUST5383,10-06-2025,Jun,6,Female,Central,Existing,Sales,Billing Query,Chat,AG107,Resolved,4.9,5,No,No,4,Low,1,0,0,0
TKT13915,CUST9402,14-08-2025,Aug,8,Male,North,Existing,Sales,Technical Issue,Phone,AG122,Resolved,5.1,5,Yes,No,5,Low,1,0,0,1
TKT13916,CUST7333,15-01-2025,Jan,1,Male,Central,New,Billing,Billing Query,Phone,AG121,Resolved,2.9,5,No,No,4,High,1,0,0,0
TKT13917,CUST1318,12-08-2025,Aug,8,Male,North,Existing,Sales,Delivery Delay,App,AG143,Resolved,4.6,5,No,No,4,Low,1,0,0,0
TKT13918,CUST8378,02-03-2025,Mar,3,Male,South,Premium,Product,Delivery Delay,Chat,AG130,Resolved,6,5,Yes,No,3,Medium,1,0,0,1
TKT13919,CUST2974,02-05-2025,May,5,Male,Central,New,Sales,Billing Query,Website,AG118,Resolved,0.8,5,No,No,3,Medium,1,0,0,0
TKT13920,CUST7582,04-10-2025,Oct,10,Female,South,New,Finance,Refund Request,Phone,AG147,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT13921,CUST2471,15-02-2025,Feb,2,Male,West,Existing,Delivery,Technical Issue,Website,AG133,Resolved,8.5,5,Yes,Yes,4,Low,1,0,1,1
TKT13922,CUST5719,21-10-2025,Oct,10,Female,North,New,IT Support,Product Complaint,Phone,AG139,Resolved,5.3,5,Yes,No,4,High,1,0,0,1
TKT13923,CUST4152,03-03-2025,Mar,3,Male,West,New,IT Support,Technical Issue,Website,AG146,Escalated,10.4,5,Yes,Yes,4,Medium,0,0,1,1
TKT13924,CUST5101,27-03-2025,Mar,3,Female,East,New,Delivery,Delivery Delay,Phone,AG148,Resolved,6.3,5,Yes,No,4,High,1,0,0,1
TKT13925,CUST7694,29-07-2025,Jul,7,Female,South,Premium,IT Support,Billing Query,Chat,AG127,Resolved,3,5,No,No,3,Medium,1,0,0,0
TKT13926,CUST7263,19-03-2025,Mar,3,Female,South,Premium,Billing,Billing Query,Email,AG114,In Progress,6.1,5,Yes,No,3,Critical,0,1,0,1
TKT13927,CUST6189,21-07-2025,Jul,7,Female,South,Existing,Billing,Billing Query,App,AG131,Resolved,1.4,5,No,No,4,Critical,1,0,0,0
TKT13928,CUST1199,29-10-2025,Oct,10,Male,South,Existing,Delivery,Refund Request,Phone,AG150,Pending,,5,Yes,Yes,3,Low,0,1,1,1
TKT13929,CUST5297,11-08-2025,Aug,8,Female,West,Existing,Product,Delivery Delay,App,AG115,Resolved,3.4,5,No,No,5,High,1,0,0,0
TKT13930,CUST6130,10-08-2025,Aug,8,Female,North,Existing,HR,Delivery Delay,Chat,AG125,Resolved,7.5,5,Yes,No,4,High,1,0,0,1
TKT13931,CUST7420,03-01-2025,Jan,1,Male,West,Existing,Sales,Technical Issue,Chat,AG136,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT13932,CUST7290,06-01-2025,Jan,1,Male,West,Existing,Sales,Product Complaint,Chat,AG111,Resolved,4.1,5,No,No,5,Low,1,0,0,0
TKT13933,CUST9578,03-04-2025,Apr,4,Female,South,Existing,Sales,Delivery Delay,Website,AG129,In Progress,6,5,Yes,Yes,5,High,0,1,1,1
TKT13934,CUST1020,08-01-2025,Jan,1,Female,South,Existing,Billing,Billing Query,App,AG143,Resolved,4.8,5,No,No,4,High,1,0,0,0
TKT13935,CUST6986,23-08-2025,Aug,8,Female,North,Existing,Delivery,Technical Issue,Email,AG136,Resolved,2.7,5,No,No,5,Medium,1,0,0,0
TKT13936,CUST5530,18-04-2025,Apr,4,Male,North,Existing,IT Support,General Query,Email,AG144,In Progress,3.5,3,Yes,Yes,3,Medium,0,1,1,1
TKT13937,CUST1464,10-06-2025,Jun,6,Female,North,Existing,IT Support,Refund Request,App,AG137,Resolved,5,5,No,No,4,High,1,0,0,0
TKT13938,CUST2673,28-07-2025,Jul,7,Female,Central,Premium,Product,Refund Request,Email,AG107,Resolved,6.6,5,Yes,Yes,3,High,1,0,1,1
TKT13939,CUST3614,28-08-2025,Aug,8,Female,East,Premium,Sales,Refund Request,Email,AG101,Pending,,5,Yes,No,2,Low,0,1,0,1
TKT13940,CUST7408,27-11-2025,Nov,11,Female,South,New,IT Support,Billing Query,Email,AG130,Resolved,6.4,5,Yes,No,4,Medium,1,0,0,1
TKT13941,CUST6054,29-11-2025,Nov,11,Male,North,Existing,Delivery,Account Update,App,AG104,Resolved,3.3,3,Yes,No,4,Medium,1,0,0,1
TKT13942,CUST2374,19-02-2025,Feb,2,Male,South,New,Sales,General Query,Chat,AG128,Resolved,0.5,3,No,No,5,Low,1,0,0,0
TKT13943,CUST7025,11-01-2025,Jan,1,Male,East,Existing,Product,General Query,Chat,AG145,Pending,,3,Yes,No,4,High,0,1,0,1
TKT13944,CUST3959,17-12-2025,Dec,12,Female,East,New,Product,Refund Request,Chat,AG145,Resolved,5.7,5,Yes,No,4,Medium,1,0,0,1
TKT13945,CUST8087,05-06-2025,Jun,6,Male,East,Existing,Finance,Account Update,Chat,AG144,Resolved,4.9,3,Yes,No,5,Low,1,0,0,1
TKT13946,CUST3136,11-03-2025,Mar,3,Male,North,Existing,IT Support,Technical Issue,Phone,AG113,Resolved,6.5,5,Yes,No,3,Low,1,0,0,1
TKT13947,CUST4010,18-06-2025,Jun,6,Male,North,Existing,IT Support,Technical Issue,Email,AG115,Resolved,6.7,5,Yes,No,4,High,1,0,0,1
TKT13948,CUST8454,29-09-2025,Sep,9,Female,South,Existing,Billing,Billing Query,Email,AG110,In Progress,5.7,5,Yes,No,4,Low,0,1,0,1
TKT13949,CUST3956,09-03-2025,Mar,3,Male,Central,Premium,Product,Billing Query,Chat,AG147,Resolved,3.6,5,No,No,4,Low,1,0,0,0
TKT13950,CUST2067,21-12-2025,Dec,12,Male,South,New,Finance,Delivery Delay,Chat,AG102,Resolved,4.8,5,No,No,4,Low,1,0,0,0
TKT13951,CUST2317,09-09-2025,Sep,9,Female,West,Existing,Product,General Query,App,AG138,Resolved,2.7,3,No,No,5,High,1,0,0,0
TKT13952,CUST7965,17-02-2025,Feb,2,Female,West,New,Billing,Technical Issue,Phone,AG113,Resolved,7.4,5,Yes,No,3,Medium,1,0,0,1
TKT13953,CUST3269,03-07-2025,Jul,7,Male,South,New,IT Support,Product Complaint,Email,AG111,Resolved,4,5,No,No,4,Low,1,0,0,0
TKT13954,CUST9157,16-11-2025,Nov,11,Female,South,Existing,Product,Account Update,Email,AG146,Resolved,2.2,3,No,No,5,High,1,0,0,0
TKT13955,CUST3098,06-07-2025,Jul,7,Male,East,Existing,Delivery,Product Complaint,Chat,AG126,Resolved,6.5,5,Yes,No,3,Low,1,0,0,1
TKT13956,CUST2998,31-03-2025,Mar,3,Female,West,Existing,IT Support,Technical Issue,App,AG114,In Progress,6.6,5,Yes,Yes,3,High,0,1,1,1
TKT13957,CUST2367,28-11-2025,Nov,11,Female,Central,Existing,IT Support,Billing Query,App,AG116,Resolved,5,5,No,No,3,Medium,1,0,0,0
TKT13958,CUST8639,19-05-2025,May,5,Male,East,New,Billing,Delivery Delay,Email,AG150,Resolved,8.6,5,Yes,No,4,Medium,1,0,0,1
TKT13959,CUST1736,23-12-2025,Dec,12,Male,West,Existing,Finance,Technical Issue,Email,AG145,Resolved,5.3,5,Yes,No,4,Medium,1,0,0,1
TKT13960,CUST9577,30-03-2025,Mar,3,Female,West,Existing,Product,Delivery Delay,Chat,AG132,Resolved,4.8,5,No,No,4,High,1,0,0,0
TKT13961,CUST1109,01-10-2025,Oct,10,Male,East,Existing,Billing,Technical Issue,Email,AG117,Resolved,3.3,5,No,No,5,Medium,1,0,0,0
TKT13962,CUST3927,19-01-2025,Jan,1,Male,East,Premium,Finance,Refund Request,Email,AG126,Pending,,5,Yes,Yes,2,Low,0,1,1,1
TKT13963,CUST4567,07-11-2025,Nov,11,Male,North,Existing,Delivery,Technical Issue,Email,AG123,Resolved,5.6,5,Yes,No,4,High,1,0,0,1
TKT13964,CUST1490,24-12-2025,Dec,12,Male,West,New,Product,Delivery Delay,Email,AG126,Resolved,2.4,5,No,No,5,High,1,0,0,0
TKT13965,CUST7273,03-06-2025,Jun,6,Male,Central,Existing,Product,Technical Issue,Phone,AG138,Resolved,4.9,5,No,No,4,Low,1,0,0,0
TKT13966,CUST3294,17-09-2025,Sep,9,Male,West,Existing,Finance,Delivery Delay,Chat,AG145,Pending,,5,Yes,No,4,High,0,1,0,1
TKT13967,CUST4448,18-04-2025,Apr,4,Male,West,Premium,Product,Delivery Delay,App,AG112,Resolved,5.3,5,Yes,No,4,High,1,0,0,1
TKT13968,CUST5006,12-10-2025,Oct,10,Male,West,Existing,Sales,Technical Issue,Phone,AG142,Resolved,6.7,5,Yes,No,5,Medium,1,0,0,1
TKT13969,CUST5780,28-02-2025,Feb,2,Male,West,New,IT Support,Account Update,Chat,AG106,Pending,,3,Yes,No,3,Low,0,1,0,1
TKT13970,CUST5898,05-05-2025,May,5,Male,West,New,Product,Billing Query,Chat,AG124,Escalated,6,5,Yes,Yes,4,Medium,0,0,1,1
TKT13971,CUST9331,20-12-2025,Dec,12,Female,South,Premium,Billing,Account Update,Chat,AG144,Resolved,2.9,3,No,No,5,Low,1,0,0,0
TKT13972,CUST2786,30-09-2025,Sep,9,Female,Central,New,Product,Refund Request,Chat,AG104,In Progress,8.4,5,Yes,No,3,Medium,0,1,0,1
TKT13973,CUST2703,17-04-2025,Apr,4,Female,North,Existing,Finance,Product Complaint,Website,AG146,In Progress,6.2,5,Yes,Yes,3,Medium,0,1,1,1
TKT13974,CUST6708,26-10-2025,Oct,10,Female,South,Premium,IT Support,Technical Issue,Website,AG122,Resolved,7.8,5,Yes,No,3,High,1,0,0,1
TKT13975,CUST2512,02-09-2025,Sep,9,Male,South,Existing,Finance,Technical Issue,Chat,AG132,Escalated,10.9,5,Yes,Yes,2,Critical,0,0,1,1
TKT13976,CUST6048,02-12-2025,Dec,12,Female,West,New,Finance,Billing Query,Phone,AG101,Resolved,2.9,5,No,No,3,High,1,0,0,0
TKT13977,CUST4640,04-09-2025,Sep,9,Female,Central,Premium,IT Support,Billing Query,Chat,AG130,Resolved,5.7,5,Yes,No,4,Low,1,0,0,1
TKT13978,CUST1766,08-01-2025,Jan,1,Female,North,New,Billing,Technical Issue,Email,AG106,Escalated,8.8,5,Yes,Yes,2,Low,0,0,1,1
TKT13979,CUST8113,21-05-2025,May,5,Male,North,Existing,Product,General Query,Phone,AG135,Pending,,3,Yes,No,3,Medium,0,1,0,1
TKT13980,CUST3241,28-12-2025,Dec,12,Male,North,New,Billing,Technical Issue,Email,AG105,Resolved,8.2,5,Yes,No,4,Critical,1,0,0,1
TKT13981,CUST9521,08-01-2025,Jan,1,Male,South,Premium,Billing,General Query,Email,AG150,Resolved,1,3,No,No,3,Low,1,0,0,0
TKT13982,CUST4868,18-12-2025,Dec,12,Male,Central,New,IT Support,Account Update,Email,AG116,Escalated,7.9,3,Yes,Yes,2,Low,0,0,1,1
TKT13983,CUST1716,04-04-2025,Apr,4,Male,East,Premium,IT Support,Delivery Delay,Chat,AG126,Resolved,7.5,5,Yes,Yes,2,Medium,1,0,1,1
TKT13984,CUST3661,17-11-2025,Nov,11,Female,North,Existing,Delivery,Technical Issue,Chat,AG132,Pending,,5,Yes,No,3,High,0,1,0,1
TKT13985,CUST6758,08-02-2025,Feb,2,Male,Central,Existing,Delivery,Refund Request,Chat,AG144,Resolved,3.6,5,No,No,4,Medium,1,0,0,0
TKT13986,CUST5427,22-03-2025,Mar,3,Female,Central,Premium,IT Support,Refund Request,Phone,AG134,Resolved,5.2,5,Yes,No,3,Medium,1,0,0,1
TKT13987,CUST7538,06-07-2025,Jul,7,Female,North,Existing,Billing,Account Update,Phone,AG103,Resolved,0.5,3,No,No,5,High,1,0,0,0
TKT13988,CUST4013,25-03-2025,Mar,3,Female,West,Existing,IT Support,Product Complaint,Chat,AG141,Resolved,7.4,5,Yes,No,4,Medium,1,0,0,1
TKT13989,CUST5388,29-03-2025,Mar,3,Female,East,Premium,IT Support,Billing Query,Email,AG148,Escalated,12.7,5,Yes,Yes,2,Low,0,0,1,1
TKT13990,CUST6413,30-08-2025,Aug,8,Male,Central,Existing,Sales,Technical Issue,Phone,AG131,Resolved,6.9,5,Yes,No,3,Low,1,0,0,1
TKT13991,CUST3025,08-12-2025,Dec,12,Male,East,Premium,Finance,General Query,Email,AG104,Resolved,5.8,3,Yes,No,5,Low,1,0,0,1
TKT13992,CUST8181,03-04-2025,Apr,4,Female,East,New,IT Support,Product Complaint,Phone,AG104,Resolved,3.9,5,No,No,4,Critical,1,0,0,0
TKT13993,CUST6406,27-03-2025,Mar,3,Female,North,New,Product,Product Complaint,Phone,AG115,Resolved,8.2,5,Yes,No,4,Low,1,0,0,1
TKT13994,CUST9571,13-02-2025,Feb,2,Female,Central,Premium,Sales,Technical Issue,Chat,AG101,Escalated,10.6,5,Yes,Yes,3,Low,0,0,1,1
TKT13995,CUST9603,17-05-2025,May,5,Female,Central,Premium,Billing,Delivery Delay,Chat,AG130,Resolved,4.2,5,No,No,5,Low,1,0,0,0
TKT13996,CUST8244,15-03-2025,Mar,3,Male,North,Premium,Sales,Product Complaint,Website,AG141,Resolved,5,5,No,No,4,Medium,1,0,0,0
TKT13997,CUST2950,05-02-2025,Feb,2,Female,East,Premium,Delivery,Technical Issue,Chat,AG124,Resolved,7,5,Yes,No,3,Low,1,0,0,1
TKT13998,CUST8401,11-04-2025,Apr,4,Female,Central,Existing,IT Support,Technical Issue,Email,AG144,Escalated,11.6,5,Yes,Yes,2,Low,0,0,1,1
TKT13999,CUST1248,05-06-2025,Jun,6,Male,East,Existing,Billing,Technical Issue,Chat,AG106,Escalated,9.4,5,Yes,Yes,3,Medium,0,0,1,1
TKT14000,CUST2122,12-09-2025,Sep,9,Male,South,New,Billing,Account Update,Email,AG144,Resolved,5.3,3,Yes,No,5,Medium,1,0,0,1
TKT14001,CUST7310,20-06-2025,Jun,6,Male,West,Premium,IT Support,Product Complaint,Chat,AG117,Resolved,6.9,5,Yes,No,4,Critical,1,0,0,1
TKT14002,CUST7127,04-08-2025,Aug,8,Female,North,Existing,IT Support,Technical Issue,Phone,AG141,Resolved,9.6,5,Yes,Yes,3,Low,1,0,1,1
TKT14003,CUST5764,19-06-2025,Jun,6,Female,West,New,Delivery,Technical Issue,Website,AG143,Resolved,5.5,5,Yes,No,4,Medium,1,0,0,1
TKT14004,CUST4473,09-09-2025,Sep,9,Female,West,Existing,Billing,Delivery Delay,Website,AG148,Resolved,1.7,5,No,No,4,Medium,1,0,0,0
TKT14005,CUST9922,26-12-2025,Dec,12,Female,Central,Existing,Delivery,Refund Request,App,AG123,Resolved,5.5,5,Yes,Yes,4,Medium,1,0,1,1
TKT14006,CUST6030,18-11-2025,Nov,11,Male,South,Existing,Delivery,Billing Query,Email,AG147,Resolved,6.9,5,Yes,No,4,Medium,1,0,0,1
TKT14007,CUST5240,24-02-2025,Feb,2,Female,East,Existing,IT Support,Product Complaint,Chat,AG139,Resolved,4.3,5,No,No,5,Medium,1,0,0,0
TKT14008,CUST4847,01-04-2025,Apr,4,Female,Central,Premium,IT Support,Refund Request,Email,AG103,Resolved,7.5,5,Yes,No,3,High,1,0,0,1
TKT14009,CUST8344,05-10-2025,Oct,10,Male,South,Existing,Sales,General Query,Chat,AG129,Resolved,0.8,3,No,No,3,Critical,1,0,0,0
TKT14010,CUST8556,11-04-2025,Apr,4,Male,East,New,Billing,Technical Issue,Phone,AG113,Escalated,12,5,Yes,Yes,3,Medium,0,0,1,1
TKT14011,CUST1212,04-06-2025,Jun,6,Female,West,Premium,Delivery,Account Update,Email,AG113,Resolved,0.5,3,No,No,4,High,1,0,0,0
TKT14012,CUST8877,15-12-2025,Dec,12,Female,South,New,IT Support,Technical Issue,Phone,AG119,Resolved,7.8,5,Yes,Yes,4,Medium,1,0,1,1
TKT14013,CUST8330,30-12-2025,Dec,12,Male,North,Existing,Finance,Billing Query,Website,AG101,Resolved,7.7,5,Yes,Yes,2,Medium,1,0,1,1
TKT14014,CUST5426,21-05-2025,May,5,Male,East,Existing,Billing,Technical Issue,App,AG147,Resolved,6.9,5,Yes,No,3,Low,1,0,0,1
TKT14015,CUST5595,22-06-2025,Jun,6,Female,Central,Premium,Sales,Account Update,Email,AG113,Resolved,2.2,3,No,No,5,Low,1,0,0,0
TKT14016,CUST9394,10-01-2025,Jan,1,Female,West,New,IT Support,Technical Issue,Phone,AG126,In Progress,9.4,5,Yes,No,4,Low,0,1,0,1
